chunk_size,chunk_overlap,retriever_k,reranker_n,faithfulness,context_precision,context_recall
1000,200,10,2,0.8666666666666667,0.49999999995,0.6666666666666666
1000,200,10,5,0.6666666666666666,0.42777777775638887,0.6666666666666666
1000,200,20,5,0.7666666666666666,0.41666666664583324,0.6666666666666666
