chunk_size,chunk_overlap,retriever_k,reranker_n,faithfulness,context_precision,context_recall
500,100,10,2,0.9523809523809524,0.6666666666,0.5555555555555555
500,100,10,5,0.6666666666666666,0.5666666666255556,0.6666666666666666
500,100,20,5,0.6,0.5666666666422223,0.6666666666666666
